url,is_malicious,domain,has_ip_address,path,length,num_subdomains,has special char,tld,query_parameter
https://www.allthingswilliam.com/understanding.html,FALSE,www.allthingswilliam.com,No,/understanding.html,51,30,No,allthingswilliam.com,
https://www.alltimeclassicsongs.com/,FALSE,www.alltimeclassicsongs.com,No,/,36,42,No,alltimeclassicsongs.com,
https://www.alltimesford.info/,FALSE,www.alltimesford.info,No,/,30,28,No,alltimesford.info,
https://www.alltimesoundtrack.com/midnight-in-paris-soundtrack,FALSE,www.alltimesoundtrack.com,No,/midnight-in-paris-soundtrack,62,22,No,alltimesoundtrack.com,
https://www.alltimesoundtrack.com/something-borrowed-soundtrack,FALSE,www.alltimesoundtrack.com,No,/something-borrowed-soundtrack,63,54,No,alltimesoundtrack.com,
https://www.alltracks.ru/?c=D,FALSE,www.alltracks.ru,No,/?c=D,29,55,No,alltracks.ru,c=D
https://www.alltribes.com/,FALSE,www.alltribes.com,No,/,26,21,No,alltribes.com,
https://www.alluc.ee,FALSE,www.alluc.ee,No,/,20,18,No,alluc.ee,
https://www.alluc.org/movies/watch-lewis-black-stark-raving-black-online/199469.html,FALSE,www.alluc.org,No,/movies/watch-lewis-black-stark-raving-black-online/199469.html,84,12,No,alluc.org,
https://www.alluc.org/movies/watch-stark-raving-black-2009-online/192816.html,FALSE,www.alluc.org,No,/movies/watch-stark-raving-black-2009-online/192816.html,77,75,No,alluc.org,
https://www.alluc.org/tv-shows/watch-lewis-blacks-root-of-all-evil-online/season-01/128980.html,FALSE,www.alluc.org,No,/tv-shows/watch-lewis-blacks-root-of-all-evil-online/season-01/128980.html,95,68,No,alluc.org,
https://www.allulook4.com/017/malayalam-kambi-kathakal-stories-audio.html,FALSE,www.allulook4.com,No,/017/malayalam-kambi-kathakal-stories-audio.html,73,86,No,allulook4.com,
https://www.allulook4.com/2d5/Too+Rich:++The+Secret+Life+Of+Doris+Duke.html.html,FALSE,www.allulook4.com,No,/2d5/Too+Rich:++The+Secret+Life+Of+Doris+Duke.html.html,80,64,No,allulook4.com,
https://www.allulook4.com/3b5/Adam-Tokunaga.html,FALSE,www.allulook4.com,No,/3b5/Adam-Tokunaga.html,48,70,No,allulook4.com,
https://www.allure.com/celebrity-trends/2010/celebrities_pose_nude_for_allure,FALSE,www.allure.com,No,/celebrity-trends/2010/celebrities_pose_nude_for_allure,77,39,No,allure.com,
https://www.allvoices.com/contributed-news/10282656-duchess-kate-is-not-pregnant-with-twins-the-palace-says-in-an-odd-denial,FALSE,www.allvoices.com,No,/contributed-news/10282656-duchess-kate-is-not-pregnant-with-twins-the-palace-says-in-an-odd-denial,124,69,No,allvoices.com,
https://www.allvoices.com/contributed-news/10304001-2011-creative-arts-emmy-award-winners,FALSE,www.allvoices.com,No,/contributed-news/10304001-2011-creative-arts-emmy-award-winners,89,116,No,allvoices.com,
https://www.allvoices.com/contributed-news/10375426-2011-emmy-award-winners,FALSE,www.allvoices.com,No,/contributed-news/10375426-2011-emmy-award-winners,75,81,No,allvoices.com,
https://www.allvoices.com/contributed-news/10437819-hq-photos-rugby-world-cupargentina-gets-victory-over-scotland,FALSE,www.allvoices.com,No,/contributed-news/10437819-hq-photos-rugby-world-cupargentina-gets-victory-over-scotland,113,67,No,allvoices.com,
https://www.allvoices.com/contributed-news/10582151-nelly-arcans-family-in-shock,FALSE,www.allvoices.com,No,/contributed-news/10582151-nelly-arcans-family-in-shock,80,105,No,allvoices.com,
https://www.allvoices.com/contributed-news/10701387-the-death-of-the-driver-marco-simoncelli-shocked-the-world-of-motorsport,FALSE,www.allvoices.com,No,/contributed-news/10701387-the-death-of-the-driver-marco-simoncelli-shocked-the-world-of-motorsport,124,72,No,allvoices.com,
https://www.allvoices.com/contributed-news/10729347-rossis-answer-to-retirement-rumors,FALSE,www.allvoices.com,No,/contributed-news/10729347-rossis-answer-to-retirement-rumors,86,116,No,allvoices.com,
https://www.allvoices.com/contributed-news/10743052-suicide-bomber-kills-12-americans-1-canadian-3-afghan-civilians-and-1-policeman-near-darulaman-palace-kabul,FALSE,www.allvoices.com,No,/contributed-news/10743052-suicide-bomber-kills-12-americans-1-canadian-3-afghan-civilians-and-1-policeman-near-darulaman-palace-kabul,159,78,No,allvoices.com,
https://www.allvoices.com/contributed-news/10798382-in-nizhny-novgorod-the-faithful-go-to-worship-the-virgin-belt,FALSE,www.allvoices.com,No,/contributed-news/10798382-in-nizhny-novgorod-the-faithful-go-to-worship-the-virgin-belt,113,151,No,allvoices.com,
https://www.allvoices.com/contributed-news/10845680-2011-latin-grammy-award-winners,FALSE,www.allvoices.com,No,/contributed-news/10845680-2011-latin-grammy-award-winners,83,105,No,allvoices.com,
https://www.allvoices.com/contributed-news/10896907-toy-story-at-the-mccord-museum,FALSE,www.allvoices.com,No,/contributed-news/10896907-toy-story-at-the-mccord-museum,82,75,No,allvoices.com,
https://www.allvoices.com/contributed-news/6043396-mets-pitcher-jon-niese-throws-a-onehitter,FALSE,www.allvoices.com,No,/contributed-news/6043396-mets-pitcher-jon-niese-throws-a-onehitter,92,74,No,allvoices.com,
https://www.allvoices.com/contributed-news/6574806-bilderberg-films-expose-deception-behind-a-new-world-order,FALSE,www.allvoices.com,No,/contributed-news/6574806-bilderberg-films-expose-deception-behind-a-new-world-order,109,84,No,allvoices.com,
https://www.allvoices.com/contributed-news/7014497-iza-calzado-in-a-sexy-swimsuit,FALSE,www.allvoices.com,No,/contributed-news/7014497-iza-calzado-in-a-sexy-swimsuit,81,101,No,allvoices.com,
https://www.allvoices.com/contributed-news/7502335-breaking-news-2018-fifa-world-cup-venue-is-qatar-russia-sorry-america/stories,FALSE,www.allvoices.com,No,/contributed-news/7502335-breaking-news-2018-fifa-world-cup-venue-is-qatar-russia-sorry-america/stories,128,73,No,allvoices.com,
https://www.allvoices.com/contributed-news/8129279-why-do-we-hate-wolves-so-much,FALSE,www.allvoices.com,No,/contributed-news/8129279-why-do-we-hate-wolves-so-much,80,120,No,allvoices.com,
https://www.allvoices.com/contributed-news/8463321-ncaa-mens-basketball-tournament-east-regional-pairings,FALSE,www.allvoices.com,No,/contributed-news/8463321-ncaa-mens-basketball-tournament-east-regional-pairings,105,72,No,allvoices.com,
https://www.allvoices.com/contributed-news/8524699-japans-quake-causing-seattle-to-update-alaska-way-viaduct,FALSE,www.allvoices.com,No,/contributed-news/8524699-japans-quake-causing-seattle-to-update-alaska-way-viaduct,108,97,No,allvoices.com,
https://www.allvoices.com/contributed-news/8823136-canadian-actor-michael-sarrazin-dies,FALSE,www.allvoices.com,No,/contributed-news/8823136-canadian-actor-michael-sarrazin-dies,87,100,No,allvoices.com,
https://www.allvoices.com/contributed-news/8961655-dying-alone-in-los-angeles-not-what-the-starlets-imagine,FALSE,www.allvoices.com,No,/contributed-news/8961655-dying-alone-in-los-angeles-not-what-the-starlets-imagine,107,79,No,allvoices.com,
https://www.allvoices.com/contributed-news/8975252-ronaldo-the-former-brazilian-footballer-will-play-the-role-of-the-villain-of-a-film-of-andy-garcia,FALSE,www.allvoices.com,No,/contributed-news/8975252-ronaldo-the-former-brazilian-footballer-will-play-the-role-of-the-villain-of-a-film-of-andy-garcia,149,99,No,allvoices.com,
https://www.allvoices.com/contributed-news/9725321/content/84150818-arab-footballer-awana-diab-scores-best-penalty-ever-with-brave-trick-shot1,FALSE,www.allvoices.com,No,/contributed-news/9725321/content/84150818-arab-footballer-awana-diab-scores-best-penalty-ever-with-brave-trick-shot1,142,141,No,allvoices.com,
https://www.allvoices.com/news/10892655-letter-shrine-circus-does-good,FALSE,www.allvoices.com,No,/news/10892655-letter-shrine-circus-does-good,70,134,No,allvoices.com,
https://www.allvoices.com/news/4767289-calvert-hall-baseball-field-named-best-in-nation,FALSE,www.allvoices.com,No,/news/4767289-calvert-hall-baseball-field-named-best-in-nation,87,62,No,allvoices.com,
https://www.allvoices.com/news/5943436-saputo-chairman-relies-on-car-collection-to-relieve-stress,FALSE,www.allvoices.com,No,/news/5943436-saputo-chairman-relies-on-car-collection-to-relieve-stress,97,79,No,allvoices.com,
https://www.allvoices.com/news/6184220-german-actress-ursula-thiess-dies,FALSE,www.allvoices.com,No,/news/6184220-german-actress-ursula-thiess-dies,72,89,No,allvoices.com,
https://www.allvoices.com/news/6942438-desmond-and-wife-divorce,FALSE,www.allvoices.com,No,/news/6942438-desmond-and-wife-divorce,63,64,No,allvoices.com,
https://www.allvoices.com/news/9440454-aloha-shirley-fongtorres-guide-to-sf-chinatown-hawaii-their-cuisine-and-aloha,FALSE,www.allvoices.com,No,/news/9440454-aloha-shirley-fongtorres-guide-to-sf-chinatown-hawaii-their-cuisine-and-aloha,116,55,No,allvoices.com,
https://www.allvoices.com/people/Alan_Mulally,FALSE,www.allvoices.com,No,/people/Alan_Mulally,45,108,No,allvoices.com,
https://www.allvoices.com/people/Alexandre_Bolduc,FALSE,www.allvoices.com,No,/people/Alexandre_Bolduc,49,37,No,allvoices.com,
https://www.allvoices.com/people/Andy_MacPhail,FALSE,www.allvoices.com,No,/people/Andy_MacPhail,46,41,No,allvoices.com,
https://www.allvoices.com/people/Champ_Summers,FALSE,www.allvoices.com,No,/people/Champ_Summers,46,38,No,allvoices.com,
https://www.allvoices.com/people/Charles_Ragland_Bunnell,FALSE,www.allvoices.com,No,/people/Charles_Ragland_Bunnell,56,38,No,allvoices.com,
https://www.allvoices.com/people/Chris_Williams_(actor),FALSE,www.allvoices.com,No,/people/Chris_Williams_(actor),55,48,No,allvoices.com,
https://www.allvoices.com/people/Dean_Tolson,FALSE,www.allvoices.com,No,/people/Dean_Tolson,44,47,No,allvoices.com,
https://www.allvoices.com/people/Denis_Gauthier,FALSE,www.allvoices.com,No,/people/Denis_Gauthier,47,36,No,allvoices.com,
https://www.allvoices.com/people/Eric_Fernsten/images,FALSE,www.allvoices.com,No,/people/Eric_Fernsten/images,53,39,No,allvoices.com,
https://www.allvoices.com/people/James_Scott_(actor),FALSE,www.allvoices.com,No,/people/James_Scott_(actor),52,45,No,allvoices.com,
https://www.allvoices.com/people/Joannie_Rochette,FALSE,www.allvoices.com,No,/people/Joannie_Rochette,49,44,No,allvoices.com,
https://www.allvoices.com/people/Joey_Saputo,FALSE,www.allvoices.com,No,/people/Joey_Saputo,44,41,No,allvoices.com,
https://www.allvoices.com/people/John_Baldwin_(figure_skater),FALSE,www.allvoices.com,No,/people/John_Baldwin_(figure_skater),61,36,No,allvoices.com,
https://www.allvoices.com/people/Mario_Larocque,FALSE,www.allvoices.com,No,/people/Mario_Larocque,47,53,No,allvoices.com,
https://www.allvoices.com/people/Mike_Branson,FALSE,www.allvoices.com,No,/people/Mike_Branson,45,39,No,allvoices.com,
https://www.allvoices.com/people/Mike_Krushelnyski,FALSE,www.allvoices.com,No,/people/Mike_Krushelnyski,50,37,No,allvoices.com,
https://www.allvoices.com/people/Narumi_Takahashi,FALSE,www.allvoices.com,No,/people/Narumi_Takahashi,49,42,No,allvoices.com,
https://www.allvoices.com/people/Patrice_Lefebvre/images,FALSE,www.allvoices.com,No,/people/Patrice_Lefebvre/images,56,41,No,allvoices.com,
https://www.allvoices.com/people/Sandra_Neilson/images,FALSE,www.allvoices.com,No,/people/Sandra_Neilson/images,54,48,No,allvoices.com,
https://www.allvoices.com/people/Tom_Watson_(golfer),FALSE,www.allvoices.com,No,/people/Tom_Watson_(golfer),52,46,No,allvoices.com,
https://www.allvoices.com/people/Vivian_Vachon,FALSE,www.allvoices.com,No,/people/Vivian_Vachon,46,44,No,allvoices.com,
https://www.allwhitekit.com/?p=7728,FALSE,www.allwhitekit.com,No,/?p=7728,35,38,No,allwhitekit.com,p=7728
https://www.allwords.com/Translation-Services-Russian-Language.php,FALSE,www.allwords.com,No,/Translation-Services-Russian-Language.php,66,27,No,allwords.com,
https://www.allworldautomotive.com/links/bus_transportation_manufacturers_2631.html,FALSE,www.allworldautomotive.com,No,/links/bus_transportation_manufacturers_2631.html,83,57,No,allworldautomotive.com,
https://www.allworlddance.com/2011/08/yak-films.html,FALSE,www.allworlddance.com,No,/2011/08/yak-films.html,52,74,No,allworlddance.com,
https://www.allworldsstudios.com/,FALSE,www.allworldsstudios.com,No,/,33,43,No,allworldsstudios.com,
https://www.allwriteresumes.com/,FALSE,www.allwriteresumes.com,No,/,32,25,No,allwriteresumes.com,
https://www.allwwewrestlers.com/al_snow.htm,FALSE,www.allwwewrestlers.com,No,/al_snow.htm,43,24,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/bob_backlund.htm,FALSE,www.allwwewrestlers.com,No,/bob_backlund.htm,48,34,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/buddy_rogers.htm,FALSE,www.allwwewrestlers.com,No,/buddy_rogers.htm,48,39,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/bushwhackers.htm,FALSE,www.allwwewrestlers.com,No,/bushwhackers.htm,48,39,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/butch_reed.htm,FALSE,www.allwwewrestlers.com,No,/butch_reed.htm,46,39,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/chris_benoit.htm,FALSE,www.allwwewrestlers.com,No,/chris_benoit.htm,48,37,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/dusty_rhodes.htm,FALSE,www.allwwewrestlers.com,No,/dusty_rhodes.htm,48,39,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/gangrel.htm,FALSE,www.allwwewrestlers.com,No,/gangrel.htm,43,39,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/harley_race.htm,FALSE,www.allwwewrestlers.com,No,/harley_race.htm,47,34,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/ivan_koloff.htm,FALSE,www.allwwewrestlers.com,No,/ivan_koloff.htm,47,38,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/jacques_rougeau.htm,FALSE,www.allwwewrestlers.com,No,/jacques_rougeau.htm,51,38,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/luna_vachon.htm,FALSE,www.allwwewrestlers.com,No,/luna_vachon.htm,47,42,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/mad_dog_vachon.htm,FALSE,www.allwwewrestlers.com,No,/mad_dog_vachon.htm,50,38,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/missing_link.htm,FALSE,www.allwwewrestlers.com,No,/missing_link.htm,48,41,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/mr_fuji.htm,FALSE,www.allwwewrestlers.com,No,/mr_fuji.htm,43,39,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/owen_hart.htm,FALSE,www.allwwewrestlers.com,No,/owen_hart.htm,45,34,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/pat_patterson.htm,FALSE,www.allwwewrestlers.com,No,/pat_patterson.htm,49,36,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/rick_martel.htm,FALSE,www.allwwewrestlers.com,No,/rick_martel.htm,47,40,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/wwe_backlash_results.htm,FALSE,www.allwwewrestlers.com,No,/wwe_backlash_results.htm,56,38,No,allwwewrestlers.com,
https://www.allwwewrestlers.com/wwe_survivor_series_results.htm,FALSE,www.allwwewrestlers.com,No,/wwe_survivor_series_results.htm,63,47,No,allwwewrestlers.com,
https://www.ally.ca/en/savings/high-interest-savings-account/hisa-overview.html,FALSE,www.ally.ca,No,/en/savings/high-interest-savings-account/hisa-overview.html,79,54,No,ally.ca,
https://www.allyoucanread.com/cabano-newspaper-quebec/,FALSE,www.allyoucanread.com,No,/cabano-newspaper-quebec/,54,70,No,allyoucanread.com,
https://www.allyoucanread.com/chesnee-newspaper-sc/,FALSE,www.allyoucanread.com,No,/chesnee-newspaper-sc/,51,46,No,allyoucanread.com,
https://www.allyoucanread.com/kansas-city-newspaper-mo/,FALSE,www.allyoucanread.com,No,/kansas-city-newspaper-mo/,55,43,No,allyoucanread.com,
https://www.allyoucanread.com/missouri-college-newspapers/,FALSE,www.allyoucanread.com,No,/missouri-college-newspapers/,58,47,No,allyoucanread.com,
https://www.allyoucanread.com/montreal-newspaper-quebec/,FALSE,www.allyoucanread.com,No,/montreal-newspaper-quebec/,56,50,No,allyoucanread.com,
https://www.allyoucanread.com/trumann-newspaper-ar/,FALSE,www.allyoucanread.com,No,/trumann-newspaper-ar/,51,48,No,allyoucanread.com,
https://www.allyourjazz.com/2009/06/san-mateo-jazz-station-kcsm-911-fm-fights-to-stay-alive-benefit-concerts-scheduled-for-june-30th/,FALSE,www.allyourjazz.com,No,/2009/06/san-mateo-jazz-station-kcsm-911-fm-fights-to-stay-alive-benefit-concerts-scheduled-for-june-30th/,133,43,No,allyourjazz.com,
https://www.allyourjazz.com/tag/kcsm-911-fm/,FALSE,www.allyourjazz.com,No,/tag/kcsm-911-fm/,44,125,No,allyourjazz.com,
https://www.allyrics.net/Failsafe/lyrics/Only-If-We-Learn/,FALSE,www.allyrics.net,No,/Failsafe/lyrics/Only-If-We-Learn/,58,36,No,allyrics.net,
https://www.allyrics.net/Nikki-Yanofsky/lyrics/I-Believe/,FALSE,www.allyrics.net,No,/Nikki-Yanofsky/lyrics/I-Believe/,57,50,No,allyrics.net,
https://www.allyrics.net/Ninomiya-Kazunari/lyrics/Niji/,FALSE,www.allyrics.net,No,/Ninomiya-Kazunari/lyrics/Niji/,55,49,No,allyrics.net,
https://www.alma.edu/athletics/football/Coach_Leister,FALSE,www.alma.edu,No,/athletics/football/Coach_Leister,53,47,No,alma.edu,
https://www.alma.edu/athletics/football/archives/2010/11/16/allmiaa10,FALSE,www.alma.edu,No,/athletics/football/archives/2010/11/16/allmiaa10,69,45,No,alma.edu,
https://www.almasryalyoum.com/en/node/507563,FALSE,www.almasryalyoum.com,No,/en/node/507563,44,61,No,almasryalyoum.com,
https://www.almasryalyoum.com/en/node/511700,FALSE,www.almasryalyoum.com,No,/en/node/511700,44,36,No,almasryalyoum.com,
https://www.almaz.com/nobel/chemistry/1989a.html,FALSE,www.almaz.com,No,/nobel/chemistry/1989a.html,48,36,No,almaz.com,
https://www.almaz.com/nobel/chemistry/1992a.html,FALSE,www.almaz.com,No,/nobel/chemistry/1992a.html,48,39,No,almaz.com,
https://www.almazehomes.com/,FALSE,www.almazehomes.com,No,/,28,39,No,almazehomes.com,
https://www.almightyzeus.com/gals/cherie/babe/zeus.html,FALSE,www.almightyzeus.com,No,/gals/cherie/babe/zeus.html,55,20,No,almightyzeus.com,
https://www.almightyzeus.com/goddess/a/Angela_Summers/,FALSE,www.almightyzeus.com,No,/goddess/a/Angela_Summers/,54,46,No,almightyzeus.com,
https://www.almightyzeus.com/goddess/s/Sasha_Grey/,FALSE,www.almightyzeus.com,No,/goddess/s/Sasha_Grey/,50,46,No,almightyzeus.com,
https://www.almondglory.net/,FALSE,www.almondglory.net,No,/,28,42,No,almondglory.net,
https://www.almorale.com/GSBC.html,FALSE,www.almorale.com,No,/GSBC.html,34,20,No,almorale.com,
https://www.almostcool.org/mr/6/,FALSE,www.almostcool.org,No,/mr/6/,32,25,No,almostcool.org,
https://www.almshouse.net/sofa-eames-era/,FALSE,www.almshouse.net,No,/sofa-eames-era/,41,24,No,almshouse.net,
https://www.alnaharegypt.com,FALSE,www.alnaharegypt.com,No,/,28,33,No,alnaharegypt.com,
https://www.alnavco.com/1250WW2.asp,FALSE,www.alnavco.com,No,/1250WW2.asp,35,20,No,alnavco.com,
https://www.alnb.uscourts.gov/bsl.cfm,FALSE,www.alnb.uscourts.gov,No,/bsl.cfm,37,26,No,alnb.uscourts.gov,
https://www.alnewmandesign.com/,FALSE,www.alnewmandesign.com,No,/,31,27,No,alnewmandesign.com,
https://www.alnorthumbriavets.co.uk/index.php?page=john-macfarlane,FALSE,www.alnorthumbriavets.co.uk,No,/index.php?page=john-macfarlane,66,23,No,alnorthumbriavets.co.uk,page=john-macfarlane
https://www.alnyethelawyerguy.com/al_nye_the_lawyer_guy/2011/04/rich-paying-less-in-taxes-republicans-want-them-to-pay-even-less.html,FALSE,www.alnyethelawyerguy.com,No,/al_nye_the_lawyer_guy/2011/04/rich-paying-less-in-taxes-republicans-want-them-to-pay-even-less.html,133,56,No,alnyethelawyerguy.com,
https://www.alnyethelawyerguy.com/al_nye_the_lawyer_guy/2011/05/the-reversal-by-michael-connelly.html,FALSE,www.alnyethelawyerguy.com,No,/al_nye_the_lawyer_guy/2011/05/the-reversal-by-michael-connelly.html,101,124,No,alnyethelawyerguy.com,
https://www.alnyethelawyerguy.com/al_nye_the_lawyer_guy/2011/07/the-airlines-show-why-tax-breaks-for-the-rich-dont-work.html,FALSE,www.alnyethelawyerguy.com,No,/al_nye_the_lawyer_guy/2011/07/the-airlines-show-why-tax-breaks-for-the-rich-dont-work.html,124,92,No,alnyethelawyerguy.com,
https://www.alodokter.com,FALSE,www.alodokter.com,No,/,25,115,No,alodokter.com,
https://www.aloha-hawaii.com/oahu/honolulu-zoo/,FALSE,www.aloha-hawaii.com,No,/oahu/honolulu-zoo/,47,17,No,aloha-hawaii.com,
https://www.aloha-hawaii.com/search/canoe/,FALSE,www.aloha-hawaii.com,No,/search/canoe/,42,39,No,aloha-hawaii.com,
https://www.alohafamilyoptometry.com/,FALSE,www.alohafamilyoptometry.com,No,/,37,34,No,alohafamilyoptometry.com,
